그레셤의 법칙,"동일한 명목가치를 지닌 것이 유통될 때 실질가치가 큰 것은 사라지고 실질가치가 작은 것만이 유통되는 현상으로, 흔히 ‘악화가 양화를 구축한다'는 말로 표현되는 법칙이다. 16세기 영국의 재무관 그레셤이 통화정책 개혁을 위해 여왕에게 진언한 편지에서 유래되었다. 금화와 은화처럼 가치가 다른 화폐가 같은 액면가격으로 동시에 존재하는 경우에는 가치가 낮은 화폐만이 유통되며, 우량한 화폐는 녹여 금으로 사용하거나 해외로 유출된다는 내용이다.​ 참고자료[한국경제] '악화가 양화 구축' 그레셤 법칙, 정부가 화폐 독점발행 때 성립​"
베이퍼웨어,"​​​​베이퍼웨어​란 소프트웨어, 하드웨어 분야에서 아직 미개발 상태의 가상 제품을 지칭하는 말이다. 개발사가 출시하겠다고 공언했지만 계속 출시가 연기되거나, 끝내 출시되지 못한 제품뿐만 아니라 처음부터 실현 가능성이 없었거나 홍보를 위해 과장된 발표를 한 경우도 베이퍼웨어에 속한다. 참고자료[중앙일보] [이번 주 경제 용어] 베이퍼웨어(vaporware)​"
이케아 세대,"이케아는 뛰어난 디자인과 저렴한 가격으로 유명한 스웨덴 가구 브랜드다. '이케아 세대'는 바로 이러한 점을 빗대어 스펙 경쟁이 과열된 현대의 젊은이들을 일컫는 말이다. 남들보다 뛰어난 스펙을 지니고도 취업난과 비교적 낮은 급여를 걱정해야 하는 세대기 때문이다. <이케아 세대 그들의 역습이 시작됐다>의 저자인 전영수 한양대 국제학 대학원 특임교수는 한국 사회는 20대뿐만 아니라 30대도 '이케아 세대' 범주에 속한다고 한다. 그는 현대의 30대는 낮은 몸값, 고용 불안, 육아비로 미래에 대한 확신을 할 수 없는 세대라고 말했다. 참고자료[매일경제] 이케아 세대란? ""디자인은 우수하지만 가격은 저렴한…"""
집단행동의 딜레마,"관련기사목록             [경향신문] 국격 높이는 G20 서울회의가 되려면             [경향신문] 협력과 공유는 생존의 조건                            안녕하세요! 여러분과 함께 지식을 나누고, 또 배우고 싶은 열운 13기 임지은입니다.   제가 여러분께 전해 드릴 첫 지식은 ‘집단행동의 딜레마’ 입니다.  ‘죄수의 딜레마’와 같이 여러 딜레마 중 하나인데요, 집단행동의 딜레마는 개인이 집단에 속해 있을 경우 생기는 딜레마로써, 집단(또는 잠재적 집단)의 공동이익을 위해서 한 개인이 자진해서 노력하지 않는 것을  의미합니다.   그렇다면 개인은 자신의 집단 이익이 관련돼 있는데도 왜 노력하지 않을까요? 그것은 우리가 흔히 알고 있는 구성원들의 ‘무임승차’ 성향 때문입니다.  굳이 내가 노력을 하지 않아도 누군가는 이 일을 해결할 것이고 나는 그 대가를 누리기만 하면 된다는 생각에서 비롯된 것이지요. 집단행동의 딜레마로 인해 한 집단의 이익을 위한  투자나 노력은 소수가 하고 그 대가는 다수가 얻는 상황이 발생하기도 한답니다.   개인의 무임승차 성향이 얼마나 강하면 ‘딜레마’라고 까지 칭했을까요? 다수의 이익을 위해 자진해서 노력하는 성숙한 모습의 영삼성 여러분이 되었으면 좋겠네요 ^^ 지식을 통해 지혜를 키워나가고 싶은 임지은이었습니다."
럼버섹슈얼,"​럼버섹슈얼(Lumbersexual)이란 '벌목꾼'에서 파생된 단어로 투박하지만 야성적인 남성미를 드러내는 스타일을 가리킨다. 외모에 시간과 비용을 투자하면서 쇼핑, 문화, 운동 등 다양한 문화에 관심을 보이는 도시의 남성상이 아닌,  나무꾼과 같은 터프한 섹시함을 지칭하는 용어다. [참고자료] [중앙일보]  정치인 덥수룩한 수염, 알고 보니 ‘럼버섹슈얼’패션"
네오리얼리즘,"네오리얼리즘은 2차 세계대전 전후 파시스트 정권 하 예술적인 억압에 대항하면서 형성된 영화 운동이다. 이 영화 운동은 있는 그대로의 현실을 나타내자는 의미를 지니고 있다. 세계대전 이후에는 이탈리아 사회적 갈등을 주제로한 영화들이 제작되었고, 영화들은 살상, 레지스탕스, 투쟁, 빈곤, 실업, 패션 등 당시 이탈리아 사회의  비극적 현실들을 오롯이 보여주었다. 네오리얼리즘 영화의 특징은 부드러운 전개의 일반적인 상업영화와는 달리 다큐멘터리 형식의 거친 표현기법을 사용하였고, 유명배우 보다는 아마추어 배우들이 주로 영화에 등장하였다. 이러한 점들을 통해 네오리얼리즘 영화들은 사실성을 높이는 효과를 나타내었고 꾸미지 않은 다큐멘터리적 진실을 표현하였다. 대표적인 네오리얼리즘 영화는 1978년 칸 영화제 황금 종려상을 수상한 에르마노 올미(Ermanno Olmi)의 <우든 크로그>가 있다. 실제로 <우든 크로그>는 1900년경 한 농부 가족의 가난한 삶을 그린 영화로서, 실제 영화의 배경이 되는 지역에서 촬영되었다. 또한 비전문 배우를 출연시켜 사실성을 강조하였다.   참고자료[네이버 지식백과] 영화 역사와 미학, 네오리얼리즘"
바이백(buy-back),"금융 시장의 경우 바이백(buy-back)은 회사 자금으로 주식 시장에서 자사주를 다시 사들이는 것을 뜻한다. 이 경우 유통되는 주식 물량이 줄어들게 되고, 주당 순이익이 증가하여 일반적으로 주가가 상승한다.  참고자료[디지털타임스] [용어 아하!] 바이백"
소프트 타깃(soft target),"소프트 타깃(soft target)은 테러 대상인 민간인을 일컫는다. 정부기관과 같은 공공기관을 의미하는 하드 타깃(hard target)의 반대 개념이다. 소프트 타깃은 위험이나 저항이 적고, 경계가 상대적으로 낮아 테러 성공률이 높다. 특히 불특정 다수를 대상으로 공포감 극대화를 노린 테러 집단들의 표적이 되고 있다. 참고자료[MBN]인도네시아 자카르타 한낮 스타벅스서 자폭, 소프트 타깃 테러 공포 확산"
로빈후드세(Robin Hood tax),"관련기사목록             [이데일리]‘1%의 세금을 99%에게로 ‘…갈수록 당위성 얻는 로빈후드세              [한국경제]개도국 원조 ‘로빈후드세’도입 논의 탄력                             안녕하세요. 여러분의 지식코멘터 남수진입니다. 로빈후드세는 탐욕스런 귀족이나 관리들의 재산을 빼앗아 가난한 사람들에게 나누어준 로빈후드에서 따온 이름입니다. 로빈후드세는 금융거래에 0.05~1%의 세금을 부과하는 토빈세에서 조금 더 발전한 개념으로  막대한 소득을 올리는 금융회사나 대기업에 세금을 부과해 개도국과 빈민들을 지원하는 것이죠.  2011년 열린 G20 회의에서 각국 재무장관들에게 세계경제학자 1000명이 로빈후드세를 촉구하는 서안을 보내기도 했습니다. 이 서안에서는 0.05%이하의 매우 낮은 세율로도 연간 수백억달러의 금융거래세를 거둘 수있기 때문에 기술적으로도 가능하고 도덕적으로도 올바르다고 주장했습니다.  유니세프를 포함한 전세계 42개국 총 182개 비정부기구들도 서울에서 열린 G20 정상회담에 참가하는 각국 정상들에게 로빈후드세 도입을 촉구하는 공동서안을 보내기도 했습니다. 이처럼 많은 국가들과 경제학자들에게 지지함에 따라 로빈후드세의 도입가능성이 커지고 있죠.  실제로 2011년 11월 프랑스 상원은 금융거래세를 지원하는 법안을 통과시켰고, 미국에서도 일부의원들이 1만달러 규모의 거래당 3달러의 세금을 부과하는 내용의 금융거래세 법안을 제안하기도 하였습니다.  더 많은 나라와 기업으로 로빈후드세가 확대되어 빈부격차를 줄이고 좀 더 공정한사회로 나아갈수있는 길이 마련되었으면 좋겠습니다."
도시재생,"도시재생이란, 상권 쇠퇴, 산업 구조 변화, 거주민 이탈 등에 따라 기능을 상실한 도시에 새로운 기능을 추가하는 등의 방법으로 부흥시키는 것으로, 선진국 도시에서 급속히 나타난 도시 확장으로 인한 도심 공동화 현상을 극복하기 위해 등장했다. 참고자료[연합뉴스] 도시재생 사업 민간자본 유치 활성화 '지원센터' 출범"
양손잡이 조직 (ambidextrous organization),"양손잡이 조직(ambidextrous organization)이란 기존의 사업, 경영을 중심으로 안정성을 추구하는 동시에 스타트업처럼 혁신적이고 새로운 것을 추구하는 조직 운영 방식을 일컫는다. 삼성전자가 운영하고 있는 사내벤처 육성 프로그램 'C랩'이 하나의 예가 될 수 있다. 참고자료​[한국경제] 카카오뱅크가 두렵거든 양손잡이 조직이 돼라​"
모라토리엄(Moratorium),"모라토리엄이란 ‘지체하다’라는 뜻의 라틴어 ‘morari’에서 파생된 말로 외국에서 빌려온 차관에 대해 일시적으로 상환을 연기하는 것을 뜻한다. 즉, 어느 국가가 경제·정치적인 이유로 채무이행이 어려워진 경우, 일정기간 채무의 이행을 유예하는 일이다. 본래 프랑스에서 비롯된 제도이나 현재는 세계 각국에서 사용하고 있다.  한편, 모라토리엄으로 인해 국제적인 신용 하락이 뒤따름으로써 대외거래에 어려움이 생긴다. 그러므로 채권국은 채무국과의 구조조정 작업을 하여 신뢰도를 높이거나 모라토리엄 선언 전에 상환연기 등의 방법을 협상하기도 한다. 참고자료[이데일리] IMF ""모라토리엄 선언때도 우크라 지원""…채권단 압박​"
안티드론(Anti Drone),"안티드론(Anti Drone)은 테러나 범죄, 사생활 영역 침입 및 감시, 조작 미숙에 의한 사고의 문제 등을 일으키는 나쁜 드론을 무력화하는 드론 기술이다. 특정 공역에 침입한 비행체의 탐지·식별과 무력화하는 것이 핵심 능력. 참고자료[이데일리] ""나쁜 드론을 잡아라""... 안티드론 관련 특허출원 증가"
Q열,"Q열은 콕시엘라 브루네티(Coxiella burnetii)라는 병원균에 의해 감염되는 전염병이다.  1937년 호주에서 발견되었는데, 건조함과 뜨거운 온도에도 잘 견디는 특성이 있다. 증상은 고열, 두통, 근육통, 전신권태감 등이다. 발견 초기에는 원인균이 미확인 상태였기 때문에 '의문의 열병'이라는 뜻을 가진 '쿼리 열'(Query fever)이라고 불렸으며, 지금은 그 앞자리를 따 Q열로 부른다. 참고자료[디지털타임스][용어 아하!] Q열"
모디슈머,"모디슈머(modi-sumer)란 수정하다(modify)와 소비자(consumer)의 합성어로, 기존제품을 자신의 취향대로 재창조해 즐기는  소비자를 뜻하는 말입니다. 짜파게티와 너구리의 결합인 ‘짜파구리’와 백세주와 소주를 섞어 만드는 ‘오십세주’등이  대표적인 모디슈머 상품입니다.  모디슈머의 활약덕분에 시장의 움직임은 바빠졌습니다. 기존의 레시피에서 탈피해 자신의 취향에 맞춰 상품을 결합하는 모디슈머 덕분에 대형마트의 진열대는 수시로 바뀌고 있습니다. 또, 외식시장의 기업들은 모디슈머의 창의적 레시피를 발굴해 제품으로 만들어 내기 위해  노력하고 있습니다. 본아이에프는 소비자를 대상으로 본죽과 본도시락의 신메뉴 개발 전략을 공모했고,  미스터피자는 피자 신제품 개발에 고객들의 제안을 적극 활용하고 있습니다.   무엇이든 알아서 척척 다 해주는 상품과 다양한 서비스의 홍수 속에서 소비자는 이유 모를 허전함을 느껴왔었습니다.  순간의 만족으로도 채울 수 없는 그 허전함을 모디슈머들은 삶 속의 소소한 도전으로 채우고 있는 중입니다.  ﻿참고자료[중앙일보] 스팸뽀글이•만두밥 … '모디슈머'가 식품시장 바꾼다"
스톡홀름 증후군[Stockholm syndrome],"스톡홀름 신드롬이라고도 한다. 자신의 목숨이 위협당하는 상황에서 가해자에게 동화되어, 연민이나 호감과 같은 긍정적인 감정을 느끼는 현상을 지칭하는 용어다. 1973년 스웨덴 스톡홀름에서 은행에 침입한 강도들이 6일간 은행 직원들을 볼모로 잡고 경찰과 대치한 사건에서 처음 관찰되었기 때문에 이런 이름이 붙었다. 극단적인 상황에 처하게 되면 처음에는 두려움을 느끼지만, 범인과 같이 있는 사이 차츰 그들에게 연민을 느끼게 되어, 오히려 자신을 구출하려는 측에 반감을 가질 수 있다고 심리학자들은 설명한다.  참고자료[시선뉴스]인질이 범인을 사랑해? 스톡홀름 증후군 [지식용어]"
플레비사이트,"플레비사이트(plebiscite)란 정치적으로 중요한 사건을 국민투표에 의해서 결정하는 제도를 뜻한다. 국민 주권의 논리적 귀결로서, 특히 영토의 병합·변경 등에 관한 주민투표와, 나폴레옹·히틀러 등의 예에서 보듯이 새로운 지배자가 그 권력의 정통성을 획득하기 위해 국민투표를 실시하는 경우 등에 이 용어를 사용한다.​ 참고자료[경인일보] [참성단] 복지문제 국민투표​"
경제민주화,"관련기사목록             [동아일보] 유장희 동반성장위원장 “정치권 경제민주화 앞세워 불필요한 규제 늘릴까 우려”             [한겨레] 19대 의원 관심정책 으뜸은 “경제민주화”             [MBN뉴스] 여야, 경제민주화 경쟁…경제계, '정치권 달래기                           화덕에서 막 꺼낸 난처럼 뜨겁고 탐나는 지식을 전하는 지식 코멘터, 정의현입니다.   2012년의 빅매치! 대선을 앞두고 정치권의 핫 이슈로 떠오른 “경제민주화”. 하루가 멀다 하고 일간지의 1면에 등장하고 유명 사회인사들이 TV에 나와 격론을 펼치게 만드는 ‘경제민주화’는 무엇을 가리키는 것일까요?  경제 민주화- 이 용어는 기본적으로 대한민국의 경제질서의 원칙을 천명한 헌법 119조, 그 중에서도 2항에 그 뿌리를 두고 있습니다. 헌법 119조의 내용은 다음과 같습니다.  ① 대한민국의 경제질서는 개인과 기업의 경제상의 자유와 창의를 존중함을 기본으로 한다. ② 국가는 균형 있는 국민경제의 성장 및 안정과 적정한 소득의 분배를 유지하고, 시장의 지배와 경제력의  남용을 방지하며, 경제주체간의 조화를 통한 경제의 민주화를 위하여 경제에 관한 규제와 조정을 할 수  있다.  경제 운영에 있어 ‘자유경쟁 시장경제’의 원칙을 천명한 1항과 ‘국가 개입을 통한 분배 정의의 실현’에 초점을 맞춘 2항의 포인트가 읽히시나요? 자본주의 시장경제는 경제 활동에 참여하는 각 주체간의 자유로운 경쟁을 통한 효율성 극대화를 추구합니다. 그러나 언제나 시장이 완벽하게 작동하는 것은 아니기에 시장실패를 조정하고 공정한 경쟁을 진행하기 위해 정부의 개입 또한 허용하는데요. 경제 + 민주화 라는 말에서 알 수 있듯 경제민주화란 자유시장경제 하에서 생길 수 있는 과도한 분배 격차를 보다 평등하게 조정해 보자는 기치를 담은 용어라 할 수 있습니다.  문제는 어디까지가 1항을 침해하지 않는 선에서의 2항의 경제 민주화의 실현이냐는 점에서 많은 사람들의 의견이 엇갈리고 있다는 것입니다. 많은 이들이 복지 혜택 확대, 대-중소기업의 동반 성장 등의 기본 방향에는 수긍하는 편이지만 이것이 무조건적인 규제 확대로 나아가 한국 경제의 경쟁력을 떨어뜨리게 되지 않을까 우려하는 시각 또한 상존하고 있습니다..  가장 팽팽하게 의견이 맞서는 구체적 지점의 한 예는 기업의 지배구조와 직결되는 ‘출자총액제한제도’인데요. 2009년 폐지된 이 법안은 대기업이 순자산액으로 다른 기업의 주식을 매입•보유할 수 있는 금액에 제한을 두는 제도를 일컫습니다. 기업의 지배구조를 개선하기 위해 순환출자를 금지할 필요가 있다는 입장과 실효성도 부족한 제도가 기업의 투자활동에 걸림돌만 된다는 의견이 경제 민주화를 긍정적으로 검토하고 있는 집단 내에서도 갈리고 있는 상황입니다.  ‘성장’과 ‘분배’라는, 끝이 보이지 않는 팽팽한 줄다리기 속에서 대선을 넘어 앞으로도 계속 논란의 중심에 설 수 밖에 없는 ‘경제 민주화’. 이제 어떤 논의를 담고 있는 지 조금 감이 오셨나요?  지금까지 밤을 새워 지식을 구워낸 코멘터, 정의현이었습니다."
죄악세,"죄악세(sin tax)란 술·담배·도박 등 사회적으로 바람직하지 않게 여기는 상품에 부과되는 세금이다. 설탕, 탄산음료 등에도 죄악세가 설정되기도 한다. 일부에서는 코카인이나 마리화나 같은 마약류나 매춘 사업장 등에도 죄악세를 매긴다. ﻿ ﻿세계적으로 죄악세 부담을 늘리는 것이 추세다. 2012년 스페인은 술·담배 등의 소비세를 인상했다. 러시아와 호주 등도 2013년 술과 담배에 대한 과세 강화 계획을 발표하기도 했다. 만성적인 재정 적자를 겪고 있는 미국 정부 역시 죄악세 강화를 고려하고 있다고 한다. 죄악세 신설로 재미를 본 나라도 많다. 마리화나를 합법화하고 이에 세금을 책정한 캐나다가 대표적인 예다. 학자들은 2013년에만 수십억 달러의 세금이 걷힌 것으로 보고 있다.   참고자료[중앙SUNDAY] 죄악세 증세, 죄(罪)인가?"
특허괴물(patent troll),"특허괴물(patent troll)이란 지식재산권(특허 등)을 싸게 사들인 후, 이를 침해한 기업에게 소송을 걸어 이익을 챙기는 특허거래전문업체(PAE)다.  2014년 미국 대통령 버락 오바마는  “기업들이 기술 개발보다 특허 방어에 더 많은 돈을 쏟아 부으면서 미국 경제를 망치고 있다”라며, 특허소송 남발을 뿌리뽑겠다고 선언했다. 실제로 전체 특허소송에서 특허괴물이 차지하는 비중은 60% 수준에 달하는 것으로 밝혀졌다. 참고자료[매일경제] 오바마 특허괴물토벌"
임금피크제,"임금피크제(salary peak)는 워크 셰어링(work sharing)의 한 형태로, 일정 연령이 된 근로자의 임금을 삭감하는 대신 정년까지 고용을 보장하는 제도를 말한다.  국제통화기금(IMF) 외환위기 이후 기업 구조조정으로 인해 사회문제로 불거진 50대 이상 고령층의 실업을 어느 정도 완화할 수 있고, 기업 측에서도 인건비의 부담을 덜 수 있을 뿐 아니라, 한 직종에서 평생을 보낸 고령층의 풍부한 경험과 노하우를 살릴 수 있는 장점이 있다. 반면 각 기업의 특성을 무시한 채 일률적으로 임금피크제를 적용할 경우 임금수준을 하락시키는 편법으로 작용할 수 있고, 공기업의 경우 노령자 구제수단의 일환으로 악용될 수도 있다는 것이 단점으로 지적된다. 무엇보다 중요한 것은 고용과 임금조정의 교환이 노사 모두에게 이익이 된다는 확신을 공유하고 그런 방향으로 제도를 설계하는 것이다. 정년연장뿐만 아니라 통상임금, 근로시간 단축, 양극화 완화 등 노사가 해결해야 할 과제들이 산적해 있다. 이런 과제들을 해결해 나가는 대원칙도 노사협력을 통한 상생을 지향해야 함은 물론이다.  참고자료[한국경제] '정년 60세' 열쇠는 임금피크제"
샌드박스(Sandbox),샌드박스(Sandbox)는 가상의 환경에서 프로그램을 실행해 안전성을 검증하는 기술이다. 아이들이 가지고 노는 모래 놀이 장난감으로부터 용어가 유래되었다. 악성코드 존재 유무나 바이러스 감염 여부와 함께 호환성과 최적화까지도 미리 알아 볼 수 있기 때문에 실제 프로그램 적용 이전에 널리 쓰인다. 참고자료[디지털타임스][용어 아하!] 샌드박스
판다외교,"판다외교란 희귀동물 판다를 외교관계 수립에 이용하는 중국의 전략이다. 보통 중국이 다른 나라와 우호적인 관계를 맺고 싶을 때 이용한다. 시작은 1941년 중국 국민당의 장제스 총통이 중국을 지원해준 미국에 감사의 표시로 판다 한 쌍을 보낸 것이었다. 1983년 워싱턴 조약 발효로 인해 희귀동물을 다른 나라에 판매하거나 기증할 수 없게 되자, 중국은 그 대신 임대료를 받고 최대 10년간 상대국에 임대해 주는 방식으로 판다외교를 계속하고 있다. 참고자료[시선뉴스] 우호적 관계를 다지기 위한 중국의 부드러운 외교전략 ‘판다외교’ [지식용어]"
SWOT분석,"﻿﻿기업의 환경분석을 통해 강점과 약점,기회와 위협 요인을 규정하고 이를 바탕으로 마케팅 전략을 수립하는 분석 도구. 이때 사용되는 4요소인 강점(Strength), 약점(Weakness), 기회(Opportunity), 위협(Threat)의 머릿글자를 따 SWOT분석 이라고 한다. 이러한 분석을 통해 경영자는 회사가 처한 시장 상황을 객관적으로 인식 할 수 있고, 앞으로의 시장 전략을 세우기 위한 중요한 자료로 삼을 수 있다. SWOT분석에 의한 마케팅 전략으로는 SO전략(강점-기회전략), WT전략(약점-위협전략) 등이 있다.  참고자료[물류신문] PART 3. 2015년 산업군별 물류 SWOT 분석"
서브스크립션 커머스,"서브스크립션 커머스란 구매자가 정기 구독료를 내면 해당 업체가 자의적으로 상품을 선정해 정기적으로 배달해주는 서비스를 뜻하는 말이다. 초창기에는 화장품이 주였으나 최근에는 유아용품, 남성용품, 생활용품, 건강식품, 수입 가공식품을 선물 박스에 담아 배송하는 푸드 서비스, 출장 세차 서비스 등 다양한 분야로 확대되고 있다.   참고자료 [한국경제]정기적으로 김치·생필품 배달…낯선사람 방문 꺼리는 여성 위해 '안심 택배' 서비스"
밀레니얼 세대(Millennial Generation),"밀레니얼 세대(Millennial Generation)란 1980년대 초반부터 2000년대 초반 사이에 태어난 미국인들을 가리킨다. 이들은 부동산 매매보다 임대를 선호하고, 광고와 같은 전통적 마케팅보다 개인적인 정보를 더 신뢰하는 특징을 보인다. 2007년대 중반 금융 위기를 겪었기 때문에 금융사에 투자하는 것을 꺼리는 성향을 보이기도 한다. 참고자료[아시아투데이] 젊은 CEO들의 ‘사생활 공개’ 대중 소통 리더십...밀레니얼 세대에 먹힌다​"
